,Height,RewardFee,Transactions,blockchain,nonce,time,Time,AvgFee/Tx
21,2009393,17.0,10,DOGE.main,0,2017-12-13T17:36:08Z,2017-12-13 17:36:08,1.7
22,2009392,92.19324687,55,DOGE.main,0,2017-12-13T17:35:33Z,2017-12-13 17:35:33,1.6762408521818182
23,2009391,0.0,1,DOGE.main,0,2017-12-13T17:35:17Z,2017-12-13 17:35:17,0.0
24,2009390,8.0,6,DOGE.main,0,2017-12-13T17:32:54Z,2017-12-13 17:32:54,1.3333333333333333
25,2009389,5.0,6,DOGE.main,0,2017-12-13T17:32:39Z,2017-12-13 17:32:39,0.8333333333333334
26,2009388,49.6076253,33,DOGE.main,0,2017-12-13T17:32:27Z,2017-12-13 17:32:27,1.5032613727272728
27,2009387,20.5,17,DOGE.main,0,2017-12-13T17:30:34Z,2017-12-13 17:30:34,1.2058823529411764
28,2009386,25.28422217,21,DOGE.main,0,2017-12-13T17:29:33Z,2017-12-13 17:29:33,1.2040105795238094
29,2009385,62.3823706,48,DOGE.main,0,2017-12-13T17:28:32Z,2017-12-13 17:28:32,1.2996327208333334
30,2009384,86.50991615,60,DOGE.main,0,2017-12-13T17:26:07Z,2017-12-13 17:26:07,1.4418319358333334
31,2009383,0.0,1,DOGE.main,0,2017-12-13T17:25:42Z,2017-12-13 17:25:42,0.0
32,2009382,15.1004,30,DOGE.main,0,2017-12-13T17:23:16Z,2017-12-13 17:23:16,0.5033466666666667
33,2009381,95.73988538,59,DOGE.main,0,2017-12-13T17:23:00Z,2017-12-13 17:23:00,1.6227099216949152
34,2009380,0.0,1,DOGE.main,0,2017-12-13T17:21:22Z,2017-12-13 17:21:22,0.0
35,2009379,0.0,1,DOGE.main,0,2017-12-13T17:20:57Z,2017-12-13 17:20:57,0.0
36,2009378,0.0,1,DOGE.main,0,2017-12-13T17:20:27Z,2017-12-13 17:20:27,0.0
37,2009377,47.45105152,28,DOGE.main,0,2017-12-13T17:17:58Z,2017-12-13 17:17:58,1.6946804114285714
38,2009376,0.0,1,DOGE.main,0,2017-12-13T17:17:25Z,2017-12-13 17:17:25,0.0
39,2009375,26.0,23,DOGE.main,0,2017-12-13T17:16:36Z,2017-12-13 17:16:36,1.1304347826086956
40,2009374,9.99999979,12,DOGE.main,0,2017-12-13T17:15:19Z,2017-12-13 17:15:19,0.8333333158333334
41,2009373,14.00000001,16,DOGE.main,0,2017-12-13T17:14:55Z,2017-12-13 17:14:55,0.875000000625
